,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
4741,4741,/players/w/wilkige01.html,Gerald Wilkins,1986,1999,G-F,Chattanooga,6-6,185.0,"September 11, 1963",0.45,900.0,13.0,0.745,5.3,11.7,2.0,2.7,0.5,1.5,0.316,0.47,0.514,85.0,17.0,0.655,7.1,13.9,2.8,4.2,,,0.167
4742,4742,/players/w/wilkije01.html,Jeff Wilkins,1981,1986,C-F,Illinois State,6-11,230.0,"March 9, 1955",0.459,454.0,7.9,0.743,3.3,7.2,1.3,1.7,0.0,0.0,0.0,0.459,0.475,81.0,16.4,0.694,6.9,14.5,2.6,3.8,,,
4743,4743,/players/w/wilkida01.html,Dale Wilkinson,1985,1985,F,Idaho State University,6-10,220.0,"March 18, 1960",0.25,12.0,1.2,0.857,0.3,1.3,0.5,0.6,0.0,0.1,0.0,0.25,0.508,93.0,8.2,0.797,3.4,6.6,1.5,1.9,,,
4744,4744,/players/w/wilksmi01.html,Mike Wilks,2003,2010,G,Rice University,5-10,185.0,"May 7, 1979",0.402,233.0,2.5,0.741,0.9,2.3,0.5,0.7,0.1,0.5,0.321,0.433,0.409,117.0,11.1,0.729,3.6,8.7,3.1,4.2,0.9,2.6,0.346
4745,4745,/players/w/williaa01.html,Aaron Williams,1994,2008,F-C,Xavier,6-9,220.0,"October 2, 1971",0.493,715.0,5.8,0.74,2.2,4.5,1.4,1.8,0.0,0.0,0.063,0.493,0.556,117.0,9.2,0.707,3.7,6.6,1.8,2.6,0.0,0.0,
4746,4746,/players/w/willial01.html,Al Williams,1971,1971,F,Drake University,6-6,200.0,"February 3, 1948",0.442,11.0,3.9,0.5,1.7,3.9,0.5,0.9,0.0,0.0,,0.442,,,,,,,,,,,
4747,4747,/players/w/willial03.html,Alan Williams,2016,2019,F-C,UC Santa Barbara,6-8,265.0,"January 28, 1993",0.506,67.0,6.2,0.626,2.4,4.8,1.3,2.1,0.0,0.0,0.0,0.506,0.492,112.0,15.5,0.706,5.7,11.6,4.1,5.8,0.0,0.0,0.0
4748,4748,/players/w/willial02.html,Alvin Williams,1998,2007,G,Villanova,6-5,185.0,"August 6, 1974",0.421,460.0,9.0,0.76,3.6,8.6,1.4,1.8,0.5,1.4,0.313,0.448,0.443,131.0,10.9,0.726,3.7,8.4,2.4,3.4,1.0,2.9,0.35
4749,4749,/players/w/williar01.html,Art Williams,1968,1975,G,Cal Poly Pomona,6-1,180.0,"September 29, 1939",0.41,548.0,5.3,0.729,2.2,5.3,1.0,1.3,0.0,0.0,,0.41,,,,,,,,,,,
4750,4750,/players/w/willibe01.html,Bernie Williams,1970,1974,G,La Salle,6-3,175.0,"December 30, 1945",0.406,283.0,9.3,0.824,3.8,9.3,1.6,1.9,0.2,0.8,0.232,0.412,0.46,74.0,16.6,0.767,7.1,15.5,2.4,3.1,,,
4751,4751,/players/w/willibo01.html,Bob Williams,1956,1957,F,Florida A&M,6-6,230.0,"May 12, 1931",0.44,24.0,2.9,0.542,0.9,2.1,1.1,2.0,,,,,,,,,,,,,,,
4752,4752,/players/w/willibr01.html,Brandon Williams,1998,2003,G,Davidson,6-6,215.0,"February 27, 1975",0.298,18.0,2.3,0.5,0.9,3.2,0.2,0.4,0.2,0.6,0.3,0.325,0.449,112.0,13.4,0.751,4.7,10.5,2.8,3.8,1.2,3.3,0.354
4753,4753,/players/w/willibu01.html,Buck Williams,1982,1998,F-C,Maryland,6-8,215.0,"March 8, 1960",0.549,1307.0,12.8,0.664,4.9,8.9,3.0,4.6,0.0,0.0,0.167,0.549,0.615,85.0,13.6,0.623,5.2,8.5,3.1,4.9,,,
4754,4754,/players/w/willicj01.html,C.J. Williams,2018,2019,G,NC State,6-5,226.0,"February 6, 1990",0.448,53.0,4.7,0.765,2.0,4.4,0.2,0.3,0.5,1.8,0.287,0.506,0.463,128.0,6.1,0.732,2.5,5.3,0.6,0.9,0.5,1.7,0.307
4755,4755,/players/w/willich01.html,Charles Williams,1968,1973,G,Seattle University,6-0,165.0,"September 5, 1943",0.39,372.0,16.2,0.713,6.3,16.1,3.1,4.3,0.6,2.1,0.264,0.407,,,,,,,,,,,
4756,4756,/players/w/willich02.html,Chuck Williams,1971,1978,G,Colorado,6-2,175.0,"June 6, 1946",0.467,638.0,10.8,0.79,4.0,8.5,2.9,3.6,0.0,0.1,0.291,0.469,0.439,68.0,11.8,0.691,4.4,10.0,3.0,4.4,,,
4757,4757,/players/w/willich03.html,Chuckie Williams,1977,1977,G,Kansas State,6-3,180.0,"December 31, 1953",0.298,22.0,1.7,0.75,0.6,2.1,0.4,0.5,,,,,,,,,,,,,,,
4758,4758,/players/w/willicl01.html,Cliff Williams,1969,1969,G,Bowling Green,6-3,180.0,"April 15, 1945",0.222,3.0,1.3,,0.7,3.0,0.0,0.0,,,,,,,,,,,,,,,
4759,4759,/players/w/willico01.html,Corey Williams,1993,1994,G,Oklahoma State,6-2,190.0,"April 24, 1970",0.367,39.0,2.4,0.826,0.9,2.5,0.5,0.6,0.0,0.1,0.25,0.372,0.447,128.0,10.3,0.729,3.7,8.3,2.0,2.7,0.9,2.7,0.346
4760,4760,/players/w/willide01.html,Deron Williams,2006,2017,G,Illinois,6-3,200.0,"June 26, 1984",0.445,845.0,16.3,0.822,5.8,13.0,3.4,4.1,1.4,3.9,0.357,0.498,0.422,101.0,11.0,0.685,4.0,9.4,1.5,2.1,1.6,4.3,0.374
4761,4761,/players/w/willide02.html,Derrick Williams,2012,2018,F,Arizona,6-8,240.0,"May 25, 1991",0.434,428.0,8.9,0.71,3.1,7.2,2.1,3.0,0.6,2.0,0.3,0.475,0.586,69.0,17.8,0.719,5.6,9.6,5.9,8.2,0.7,1.3,0.511
4762,4762,/players/w/willidu01.html,Duck Williams,1980,1980,G,Notre Dame,6-2,180.0,"August 2, 1956",0.447,77.0,6.6,0.7,3.0,6.7,0.5,0.8,0.0,0.2,0.0,0.447,0.483,115.0,12.5,0.749,5.1,10.6,2.2,2.9,,,
4763,4763,/players/w/williea01.html,Earl Williams,1975,1979,C-F,Winston-Salem State,6-7,230.0,"March 24, 1951",0.432,146.0,4.5,0.475,2.0,4.6,0.6,1.2,,,,,,,,,,,,,,,
4764,4764,/players/w/williel01.html,Elliot Williams,2012,2016,G,"Duke, Memphis",6-5,190.0,"June 20, 1989",0.421,109.0,4.9,0.669,1.8,4.2,0.9,1.3,0.5,1.6,0.31,0.48,0.454,68.0,11.1,0.719,3.4,7.6,3.2,4.4,1.0,2.9,0.345
4765,4765,/players/w/willier01.html,Eric Williams,1996,2007,F,"Vincennes University, Providence",6-8,220.0,"July 17, 1972",0.415,658.0,8.6,0.736,2.8,6.8,2.6,3.5,0.3,1.0,0.318,0.44,0.453,60.0,16.7,0.673,5.8,12.9,4.5,6.7,0.5,1.4,0.349
4766,4766,/players/w/willifl01.html,Fly Williams,1975,1975,G-F,Austin Peay State University,6-5,200.0,"February 18, 1953",0.462,71.0,9.4,0.683,4.2,9.1,1.0,1.4,0.0,0.2,0.143,0.463,,,,,,,,,,,
4767,4767,/players/w/willifr02.html,Frank Williams,2003,2005,G,Illinois,6-3,212.0,"February 25, 1980",0.352,86.0,2.9,0.833,1.1,3.0,0.5,0.6,0.3,0.9,0.3,0.398,0.396,101.0,14.3,0.807,4.6,11.7,3.7,4.6,1.3,4.1,0.326
4768,4768,/players/w/willifr01.html,Freeman Williams,1979,1986,G-F,Portland State,6-4,190.0,"May 15, 1956",0.467,323.0,14.7,0.824,6.1,13.0,2.1,2.6,0.5,1.5,0.331,0.482,0.468,106.0,30.7,0.789,12.9,27.6,4.8,6.1,,,
4769,4769,/players/w/willige01.html,Gene Williams,1970,1970,F,Kansas State,6-7,235.0,"April 1, 1947",0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,
4770,4770,/players/w/willigr01.html,Grant Williams,2020,2022,F,Tennessee,6-6,236.0,"November 30, 1998",0.433,140.0,4.2,0.681,1.5,3.5,0.6,0.9,0.6,1.8,0.332,0.516,0.516,104.0,15.7,0.758,5.3,10.2,4.8,6.4,0.3,1.0,0.291
4771,4771,/players/w/willigu01.html,Gus Williams,1976,1987,G,USC,6-2,175.0,"October 10, 1953",0.461,825.0,17.1,0.756,7.0,15.2,2.9,3.8,0.2,0.9,0.238,0.465,0.469,82.0,16.1,0.707,6.7,14.4,2.6,3.6,,,
4772,4772,/players/w/willigu02.html,Guy Williams,1985,1986,F,"San Francisco, Washington State",6-9,200.0,"July 1, 1960",0.456,26.0,2.6,0.455,1.2,2.6,0.2,0.4,0.0,0.2,0.25,0.463,0.47,99.0,12.1,0.632,5.2,11.2,1.6,2.5,,,
4773,4773,/players/w/williha01.html,Hank Williams,1975,1975,F,Jacksonville University,6-5,210.0,"April 28, 1952",0.436,39.0,4.2,0.783,1.8,4.2,0.5,0.6,0.1,0.6,0.136,0.445,0.434,57.0,16.1,0.82,6.8,15.7,2.5,3.0,,,
4774,4774,/players/w/willihe01.html,Herb Williams,1982,1999,C-F,Ohio State,6-10,242.0,"February 16, 1958",0.467,1102.0,10.8,0.696,4.6,9.8,1.7,2.4,0.0,0.1,0.095,0.468,0.499,114.0,17.6,0.669,7.3,14.7,3.0,4.5,,,
4775,4775,/players/w/williho01.html,Hot Rod Williams,1987,1999,F-C,Tulane,6-11,215.0,"August 9, 1962",0.48,887.0,11.0,0.726,4.2,8.7,2.7,3.7,0.0,0.0,0.105,0.48,0.549,115.0,16.0,0.731,6.1,11.2,3.7,5.1,,,
4776,4776,/players/w/willija02.html,Jason Williams,1999,2011,G,"Marshall, Florida",6-1,190.0,"November 18, 1975",0.398,788.0,10.5,0.813,3.9,9.8,1.1,1.4,1.6,4.8,0.327,0.479,0.483,48.0,14.9,0.793,5.3,11.0,2.4,3.0,1.9,4.7,0.394
4777,4777,/players/w/willija04.html,Jawad Williams,2009,2011,F,UNC,6-9,218.0,"February 19, 1983",0.369,90.0,3.8,0.719,1.4,3.8,0.5,0.6,0.5,1.6,0.313,0.435,0.487,128.0,12.7,0.724,4.6,9.5,2.5,3.5,1.0,2.8,0.349
4778,4778,/players/w/willija03.html,Jay Williams,2003,2003,G,Duke,6-2,195.0,"September 10, 1981",0.399,75.0,9.5,0.64,3.6,9.1,1.4,2.1,0.9,2.7,0.322,0.446,0.453,108.0,19.3,0.671,6.6,14.6,3.1,4.7,2.9,7.4,0.393
4779,4779,/players/w/willija01.html,Jayson Williams,1991,1999,F-C,St. John's,6-9,240.0,"February 22, 1968",0.44,475.0,7.3,0.606,2.9,6.5,1.6,2.6,0.0,0.1,0.125,0.44,0.55,72.0,14.9,0.652,5.7,10.3,3.5,5.4,0.0,0.1,0.25
4780,4780,/players/w/willije01.html,Jerome Williams,1997,2005,F,Georgetown,6-9,206.0,"May 10, 1973",0.502,587.0,6.6,0.645,2.4,4.8,1.7,2.7,0.0,0.0,0.038,0.502,0.544,68.0,10.5,0.634,4.0,7.4,2.5,3.9,0.0,0.3,0.167
4781,4781,/players/w/willijo02.html,John Williams,1987,1995,F-C,LSU,6-8,235.0,"October 26, 1966",0.451,435.0,10.1,0.704,4.1,9.0,1.8,2.6,0.1,0.7,0.225,0.459,0.511,66.0,15.8,0.771,6.5,12.8,2.8,3.6,,,
4782,4782,/players/w/willijo04.html,Johnathan Williams,2019,2020,F,"Missouri, Gonzaga",6-9,228.0,"May 22, 1995",0.583,39.0,5.2,0.557,2.2,3.7,0.9,1.6,0.0,0.1,0.0,0.583,0.511,143.0,10.3,0.572,3.9,7.6,2.2,3.9,0.3,1.0,0.333
4783,4783,/players/w/willijo03.html,Jordan Williams,2012,2012,F,Maryland,6-10,260.0,"October 11, 1990",0.507,43.0,4.6,0.652,1.8,3.5,1.0,1.5,0.0,0.0,,0.507,0.528,66.0,13.2,0.559,5.1,9.7,3.0,5.3,0.0,0.0,
4784,4784,/players/w/williju01.html,Justin Williams,2007,2008,F,Wyoming,6-10,225.0,"May 12, 1984",0.573,49.0,3.4,0.348,1.4,2.4,0.6,1.8,0.0,0.0,0.0,0.573,0.538,58.0,10.1,0.574,3.8,7.0,2.5,4.4,0.0,0.0,0.0
4785,4785,/players/w/willike03.html,Kenny Williams,1991,1994,F,Barton County Community College,6-9,205.0,"June 9, 1969",0.511,260.0,4.8,0.68,2.1,4.1,0.6,0.9,0.0,0.1,0.0,0.511,,,,,,,,,,,
4786,4786,/players/w/willike04.html,Kenrich Williams,2019,2022,G-F,TCU,6-6,210.0,"December 2, 1994",0.448,158.0,6.2,0.535,2.5,5.6,0.4,0.7,0.9,2.4,0.35,0.524,0.484,102.0,11.0,0.625,4.1,8.4,1.9,3.0,1.0,2.6,0.375
4787,4787,/players/w/willike01.html,Kevin Williams,1984,1989,G,"TCU, St. John's",6-2,175.0,"September 11, 1961",0.435,260.0,4.9,0.805,1.9,4.4,1.1,1.3,0.0,0.1,0.077,0.436,0.533,102.0,7.0,0.77,2.5,4.8,1.9,2.4,,,
4788,4788,/players/w/willilo01.html,Lorenzo Williams,1993,2000,F-C,Stetson University,6-9,200.0,"July 15, 1969",0.469,253.0,3.0,0.377,1.3,2.8,0.3,0.8,0.0,0.0,0.0,0.469,0.53,63.0,8.5,0.484,3.8,7.1,1.0,2.0,0.0,0.0,
4790,4790,/players/w/willima03.html,Marcus Williams,2007,2010,G,UConn,6-3,205.0,"December 3, 1985",0.386,203.0,5.6,0.767,2.1,5.5,0.7,1.0,0.6,1.9,0.321,0.443,0.402,70.0,9.0,0.791,2.9,7.2,2.4,3.0,0.8,2.1,0.375
4791,4791,/players/w/willima04.html,Marcus Williams,2008,2009,F,Arizona,6-7,205.0,"November 18, 1986",0.318,13.0,1.1,,0.5,1.7,0.0,0.0,0.0,0.0,,0.318,0.475,63.0,14.7,0.71,5.6,11.9,2.6,3.7,0.8,2.4,0.356
4792,4792,/players/w/willima02.html,Marvin Williams,2006,2020,F,UNC,6-8,237.0,"June 19, 1986",0.443,1072.0,10.2,0.808,3.7,8.3,1.9,2.4,1.0,2.7,0.361,0.502,0.506,36.0,11.3,0.847,3.5,6.9,3.8,4.5,0.5,1.2,0.432
4793,4793,/players/w/willima05.html,Matt Williams,2018,2018,G,Central Florida,6-5,210.0,"October 14, 1993",0.333,3.0,1.7,,0.7,2.0,0.0,0.0,0.3,1.7,0.2,0.417,0.382,124.0,8.9,0.772,2.9,7.7,0.8,1.1,2.2,6.0,0.37
4794,4794,/players/w/willimi02.html,Micheal Williams,1989,1999,G,Baylor,6-2,175.0,"July 23, 1966",0.464,413.0,11.0,0.868,3.6,7.7,3.7,4.3,0.1,0.5,0.227,0.471,0.485,115.0,16.1,0.738,5.7,11.8,4.2,5.7,,,0.349
4795,4795,/players/w/willimi03.html,Mike Williams,1990,1990,F,"Cincinnati, Bradley",6-8,255.0,"August 14, 1963",0.333,21.0,0.7,0.5,0.3,0.9,0.1,0.3,0.0,0.0,0.0,0.333,0.546,102.0,12.3,0.613,4.9,9.0,2.4,3.9,,,
4796,4796,/players/w/willimi01.html,Milt Williams,1971,1975,G,Lincoln University of Missouri,6-2,182.0,"November 22, 1945",0.437,72.0,3.6,0.674,1.3,3.1,0.9,1.3,0.0,0.0,,0.437,,,,,,,,,,,
4797,4797,/players/w/willima01.html,Mo Williams,2004,2016,G,Alabama,6-1,198.0,"December 19, 1982",0.434,818.0,13.2,0.871,5.0,11.4,1.9,2.2,1.3,3.5,0.378,0.493,0.405,64.0,13.1,0.847,4.4,10.9,2.8,3.4,1.4,4.8,0.294
4798,4798,/players/w/willimo01.html,Monty Williams,1995,2003,F,Notre Dame,6-8,225.0,"October 8, 1971",0.481,456.0,6.3,0.665,2.5,5.2,1.3,2.0,0.0,0.1,0.111,0.482,0.487,85.0,16.1,0.738,5.8,12.0,3.7,5.1,0.7,1.9,0.364
4799,4799,/players/w/willina01.html,Nate Williams,1972,1979,F-G,Utah State University,6-5,215.0,"May 2, 1950",0.458,642.0,12.0,0.805,5.1,11.1,1.8,2.2,,,,,0.48,55.0,19.6,0.725,7.9,16.5,3.7,5.2,,,
4800,4800,/players/w/willipa01.html,Patrick Williams,2021,2022,F,Florida State,6-7,215.0,"August 26, 2001",0.486,76.0,9.1,0.736,3.5,7.3,1.3,1.7,0.8,1.9,0.396,0.538,0.459,29.0,9.2,0.838,3.3,7.1,2.1,2.6,0.6,1.7,0.32
4801,4801,/players/w/willipe01.html,Pete Williams,1986,1987,F,Arizona,6-7,190.0,"March 10, 1965",0.602,58.0,2.6,0.425,1.2,1.9,0.3,0.7,0.0,0.0,,0.602,0.605,59.0,13.4,0.602,5.0,8.3,3.4,5.7,,,
4802,4802,/players/w/willira01.html,Ray Williams,1978,1987,G,Minnesota,6-3,188.0,"October 14, 1954",0.451,655.0,15.5,0.802,6.0,13.4,3.3,4.1,0.2,0.8,0.237,0.456,0.472,52.0,18.9,0.763,7.3,15.6,4.2,5.5,,,
4803,4803,/players/w/willire01.html,Reggie Williams,1988,1997,F-G,Georgetown,6-7,190.0,"March 5, 1964",0.437,599.0,12.5,0.784,5.0,11.4,1.9,2.5,0.6,2.1,0.298,0.464,0.49,138.0,15.3,0.768,5.9,12.0,3.1,4.0,,,0.386
4804,4804,/players/w/willire02.html,Reggie Williams,2010,2017,F,Virginia Military Institute,6-6,205.0,"September 14, 1986",0.456,206.0,7.8,0.75,2.9,6.4,1.0,1.3,1.0,2.6,0.365,0.532,0.498,112.0,22.8,0.703,8.3,16.7,4.4,6.3,1.8,5.8,0.302
4805,4805,/players/w/williri01.html,Rickey Williams,1983,1983,G,"New Mexico, Cal State Long Beach",6-1,175.0,"March 12, 1957",0.415,44.0,3.3,0.66,1.3,3.1,0.8,1.2,0.0,0.1,0.0,0.415,0.477,103.0,13.1,0.735,5.0,10.5,3.1,4.2,,,
4806,4806,/players/w/williro02.html,Rob Williams,1983,1984,G,Houston,6-2,175.0,"May 5, 1961",0.439,153.0,8.6,0.789,3.3,7.4,2.0,2.5,0.1,0.4,0.274,0.446,0.508,88.0,20.9,0.781,8.2,16.1,4.6,5.9,,,
4807,4807,/players/w/williro04.html,Robert Williams,2019,2022,C-F,Texas A&M,6-8,237.0,"October 17, 1997",0.718,120.0,6.0,0.628,2.6,3.7,0.7,1.1,0.0,0.0,0.0,0.718,0.591,61.0,11.1,0.541,4.8,8.1,1.5,2.8,0.0,0.5,0.067
4808,4808,/players/w/williro01.html,Ron Williams,1969,1976,G,West Virginia,6-3,188.0,"September 24, 1944",0.441,516.0,9.3,0.833,3.6,8.2,2.1,2.5,,,,,,,,,,,,,,,
4809,4809,/players/w/willisa01.html,Sam Williams,1969,1970,G,Iowa,6-3,180.0,"January 22, 1945",0.353,66.0,3.9,0.531,1.3,3.8,1.2,2.2,,,,,,,,,,,,,,,
4810,4810,/players/w/willisa02.html,Sam Williams,1982,1985,F,Arizona State,6-8,210.0,"March 7, 1959",0.5,257.0,6.3,0.653,2.6,5.2,1.1,1.7,0.0,0.0,0.0,0.5,0.555,85.0,10.3,0.584,4.2,7.6,1.9,3.2,,,
4811,4811,/players/w/willisc01.html,Scott Williams,1991,2005,F-C,UNC,6-10,230.0,"March 21, 1968",0.467,746.0,5.1,0.721,2.1,4.6,0.9,1.2,0.0,0.1,0.111,0.468,0.551,138.0,10.9,0.633,4.3,7.8,2.3,3.6,0.0,0.1,0.235
4812,4812,/players/w/willise01.html,Sean Williams,2008,2012,C-F,Boston College,6-10,235.0,"September 13, 1986",0.511,137.0,4.2,0.624,1.7,3.3,0.9,1.4,0.0,0.0,0.0,0.511,0.577,69.0,5.5,0.605,2.0,3.5,1.5,2.4,0.0,0.0,
4813,4813,/players/w/willish01.html,Shammond Williams,1999,2007,G,UNC,6-1,201.0,"April 5, 1975",0.401,325.0,5.8,0.798,2.1,5.2,0.9,1.1,0.8,2.2,0.366,0.477,0.455,134.0,10.8,0.849,3.4,7.6,2.2,2.6,1.7,4.3,0.403
4814,4814,/players/w/willish03.html,Shawne Williams,2007,2015,F,Memphis,6-9,225.0,"February 16, 1986",0.403,314.0,5.6,0.755,2.1,5.1,0.6,0.8,0.9,2.6,0.339,0.489,0.416,36.0,13.2,0.786,4.3,10.4,3.2,4.0,1.3,4.3,0.312
4815,4815,/players/w/willish02.html,Shelden Williams,2007,2012,F,Duke,6-9,250.0,"October 21, 1983",0.462,361.0,4.5,0.74,1.6,3.5,1.2,1.6,0.0,0.0,0.222,0.463,0.572,139.0,13.9,0.694,4.9,8.6,4.0,5.7,0.0,0.1,0.333
4816,4816,/players/w/willisl01.html,Sly Williams,1980,1986,F-G,Rhode Island,6-7,210.0,"January 26, 1958",0.478,305.0,10.9,0.692,4.3,9.1,2.2,3.2,0.0,0.2,0.162,0.48,0.496,84.0,21.2,0.706,8.5,17.2,4.1,5.8,,,
4817,4817,/players/w/willite01.html,Terrence Williams,2010,2013,F,Louisville,6-6,220.0,"June 28, 1987",0.412,153.0,7.1,0.659,2.9,6.9,1.0,1.5,0.4,1.2,0.317,0.439,0.4,140.0,11.2,0.589,4.1,10.3,1.5,2.6,1.4,4.4,0.32
4818,4818,/players/w/willitr01.html,Travis Williams,1998,1999,F,South Carolina State,6-6,215.0,"May 27, 1969",0.47,47.0,3.2,0.54,1.3,2.8,0.6,1.1,0.0,0.0,0.0,0.47,0.505,90.0,17.5,0.636,6.5,12.9,4.4,7.0,0.0,0.1,0.0
4819,4819,/players/w/willitr02.html,Troy Williams,2017,2019,F,Indiana,6-7,218.0,"December 30, 1994",0.449,72.0,6.0,0.649,2.3,5.2,0.7,1.1,0.6,2.0,0.299,0.507,0.522,99.0,11.3,0.705,4.2,8.0,2.6,3.6,0.4,1.2,0.325
4820,4820,/players/w/williwa02.html,Walt Williams,1993,2003,F-G,Maryland,6-8,219.0,"April 16, 1970",0.425,708.0,11.8,0.743,4.2,9.9,2.1,2.8,1.4,3.6,0.379,0.494,0.466,105.0,16.2,0.762,5.6,11.9,3.7,4.8,1.5,4.1,0.359
4821,4821,/players/w/williwa01.html,Ward Williams,1949,1949,F,Indiana,6-4,195.0,"June 26, 1923",0.237,53.0,4.1,0.75,1.2,4.8,1.8,2.3,,,,,0.285,19.0,8.2,0.73,2.6,9.1,2.4,3.3,,,
4822,4822,/players/w/williwi01.html,Willie Williams,1971,1971,F,Florida State,6-7,200.0,"July 28, 1946",0.238,25.0,0.9,0.6,0.4,1.7,0.1,0.2,,,,,,,,,,,,,,,
4823,4823,/players/w/willizi02.html,Ziaire Williams,2022,2022,F,Stanford,6-8,215.0,"September 12, 2001",0.313,8.0,5.3,1.0,1.9,6.0,0.3,0.3,1.3,4.3,0.294,0.417,0.374,20.0,10.7,0.796,3.8,10.2,2.0,2.5,1.2,4.0,0.291
4824,4824,/players/w/willini01.html,Nigel Williams-Goss,2020,2020,G,"Gonzaga, Washington",6-2,190.0,"September 16, 1994",0.313,10.0,1.4,1.0,0.5,1.6,0.2,0.2,0.2,0.7,0.286,0.375,0.464,100.0,15.4,0.806,5.7,12.4,2.9,3.6,1.0,2.9,0.331
4825,4825,/players/w/willico02.html,Corliss Williamson,1996,2007,F,Arkansas,6-7,245.0,"December 4, 1973",0.49,822.0,11.1,0.714,4.4,8.9,2.4,3.3,0.0,0.1,0.136,0.49,0.583,91.0,19.0,0.672,7.2,12.4,4.5,6.8,0.0,0.1,0.167
4826,4826,/players/w/willijo01.html,John Williamson,1974,1981,G,New Mexico State,6-2,185.0,"November 10, 1951",0.458,516.0,17.5,0.826,7.2,15.8,3.0,3.6,0.1,0.4,0.234,0.459,0.489,43.0,27.2,0.765,11.1,22.7,4.9,6.4,,,
4827,4827,/players/w/willizi01.html,Zion Williamson,2020,2021,F-C,Duke,6-7,284.0,"July 6, 2000",0.604,85.0,25.7,0.683,9.9,16.4,5.7,8.3,0.2,0.6,0.333,0.61,0.68,33.0,22.6,0.64,9.0,13.2,3.9,6.2,0.7,2.2,0.338
4828,4828,/players/w/williva01.html,Vann Williford,1971,1971,F,NC State,6-6,195.0,"January 26, 1948",0.44,38.0,3.9,0.568,1.6,3.7,0.6,1.0,0.1,0.2,0.333,0.45,,,,,,,,,,,
4829,4829,/players/w/willike02.html,Kevin Willis,1985,2007,F-C,Michigan State,7-0,220.0,"September 6, 1962",0.487,1424.0,12.1,0.713,5.0,10.2,2.1,3.0,0.0,0.1,0.211,0.488,0.53,79.0,10.1,0.579,4.5,8.4,1.2,2.0,,,0.0
4831,4831,/players/w/willode01.html,Dedric Willoughby,2000,2000,G-F,"New Orleans, Iowa State",6-3,180.0,"May 27, 1974",0.341,25.0,7.6,0.765,2.4,7.2,1.6,2.0,1.2,3.9,0.296,0.422,0.421,93.0,15.7,0.796,4.8,11.4,3.6,4.5,2.6,6.7,0.389
4832,4832,/players/w/wilsobo01.html,Bob Wilson,1952,1952,G,West Virginia State University,6-4,185.0,"March 8, 1926",0.299,63.0,3.7,0.578,1.3,4.2,1.2,2.1,,,,,,,,,,,,,,,
4833,4833,/players/w/wilsobo02.html,Bobby Wilson,1968,1968,F,Kansas,6-8,215.0,,0.389,69.0,8.9,0.615,3.3,8.4,2.4,3.8,0.0,0.0,0.5,0.39,,,,,,,,,,,
4834,4834,/players/w/wilsobo03.html,Bobby Wilson,1975,1978,G,Wichita State,6-3,175.0,"January 15, 1951",0.426,143.0,5.5,0.773,2.4,5.7,0.7,0.9,,,,,,,,,,,,,,,
4835,4835,/players/w/wilsobu01.html,Bubba Wilson,1980,1980,G,Western Carolina University,6-3,175.0,"August 7, 1955",0.28,16.0,1.1,0.5,0.4,1.6,0.2,0.4,0.0,0.0,,0.28,0.523,48.0,18.9,0.683,8.1,15.5,2.7,3.9,,,
4836,4836,/players/w/wilsodj01.html,D.J. Wilson,2018,2021,F,Michigan,6-10,231.0,"February 19, 1996",0.411,142.0,4.3,0.598,1.6,4.0,0.4,0.6,0.7,2.1,0.329,0.496,0.525,69.0,7.1,0.817,2.8,5.3,0.8,1.0,0.7,2.0,0.363
4837,4837,/players/w/wilsoge01.html,George Wilson,1965,1971,C,Cincinnati,6-8,225.0,"May 9, 1942",0.372,410.0,5.4,0.677,2.1,5.5,1.3,1.9,,,,,,,,,,,,,,,
4838,4838,/players/w/wilsois01.html,Isaiah Wilson,1972,1973,G,University of Baltimore,6-2,175.0,"May 31, 1948",0.39,78.0,4.6,0.767,1.7,4.3,1.2,1.5,0.1,0.3,0.375,0.394,,,,,,,,,,,
4839,4839,/players/w/wilsoja02.html,Jamil Wilson,2018,2018,F,"Oregon, Marquette",6-7,230.0,"November 21, 1990",0.469,15.0,7.0,0.5,2.5,5.4,0.1,0.3,1.8,4.2,0.429,0.636,0.437,127.0,8.5,0.708,3.1,7.1,1.5,2.2,0.7,2.0,0.336
4840,4840,/players/w/wilsoja01.html,Jasper Wilson,1969,1970,F,Southern University and A&M College,6-6,200.0,"July 12, 1947",0.378,70.0,5.2,0.652,1.9,5.1,1.3,1.9,0.1,0.2,0.429,0.386,,,,,,,,,,,
4841,4841,/players/w/wilsoji01.html,Jim Wilson,1971,1971,G,Cheyney (PA),5-10,175.0,,0.125,6.0,1.0,0.667,0.2,1.3,0.7,1.0,0.0,0.0,,0.125,,,,,,,,,,,
